standard_batch	source	assay	test_orf_ida	test_orf_idb	final_score
Hvs04	Hs06	GPCA	4872	56482	11.909143047339898
Hvs04	Hs06	GPCA	11984	11984	10.692615501694581
Hvs04	Lit-BM	GPCA	70370	1392	9.612868497291041
Hvs04	Hs06	GPCA	3740	4315	10.984418458801139
Hvs04	Hs05	GPCA	14830	9231	9.845490050944376
Hvs04	Hs04	GPCA	6636	1414	9.573647187493323
Hvs04	RRS	GPCA	14662	9298	9.823367240046236
Hvs04	Hs04	GPCA	54416	10696	9.4241662888181
Hvs04	Hs04	GPCA	71185	14251	11.405141463136344
Hvs04	Hs04	GPCA	4378	9655	11.759888183221834
Hvs04	RRS	GPCA	71416	4928	9.698704666770345
Hvs04	Lit-BM	GPCA	6492	13177	9.698704666770345
Hvs04	Lit-BM	GPCA	7894	1430	9.4093909361377
Hvs04	Hs04	GPCA	54104	5693	9.348728154231079
Hvs04	Hs06	GPCA	4982	3189	9.394462694610317
Hvs04	RRS	GPCA	70596	2758	13.462757865660363
Hvs04	Hs04	GPCA	71280	71408	11.342074667999139
Hvs04	Hs06	GPCA	56106	1446	9.319672120946995
Hvs04	Hs05	GPCA	9395	71174	11.895953892812168
Hvs04	Lit-BM	GPCA	12358	12358	11.580729651598958
Hvs04	Hs05	GPCA	71628	54665	14.443785340500018
Hvs04	Hs06	GPCA	6869	313	9.573647187493323
Hvs04	Hs04	GPCA	55726	4453	16.230921088137897
Hvs04	Hs04	GPCA	10842	13624	9.674192268145685
Hvs04	RRS	GPCA	13791	876	9.661778097771988
Hvs04	Hs06	GPCA	71628	100062463	11.979425195331475
Hvs04	Hs06	GPCA	7021	5882	9.319672120946995
Hvs04	RRS	GPCA	7937	13049	9.118941072723507
Hvs04	RRS	GPCA	10864	72095	9.698704666770345
Hvs04	Hs06	GPCA	12315	2837	10.667998535672528
Hvs04	RRS	GPCA	100062664	71814	9.507794640198696
Hvs04	Lit-BM	GPCA	3330	71003	9.586839787961827
Hvs04	Lit-BM	GPCA	5890	100016000	13.420881313035494
Hvs04	Lit-BM	GPCA	7959	70300	9.319672120946995
Hvs04	Lit-BM	GPCA	54902	5109	11.097373768990222
Hvs04	Hs06	GPCA	6869	7564	10.662668375517542
Hvs04	Lit-BM	GPCA	12631	100068256	9.118941072723507
Hvs04	Hs04	GPCA	71838	100000075	16.516854197545562
Hvs04	RRS	GPCA	14023	399	9.768184324776927
Hvs04	Lit-BM	GPCA	2339	2339	10.310612781659529
Hvs04	Hs05	GPCA	71514	3364	9.348728154231079
Hvs04	Hs06	GPCA	8057	5904	14.666279490006927
Hvs04	Hs05	GPCA	14858	70282	9.661778097771988
Hvs04	Lit-BM	GPCA	2455	2348	12.509280168087859
Hvs04	Lit-BM	GPCA	11103	71021	14.774581180893598
Hvs04	Hs04	GPCA	9904	3952	14.892637677748688
Hvs04	RRS	GPCA	52634	6920	11.71639078949768
Hvs04	Hs04	GPCA	12746	71280	9.507794640198696
Hvs04	Hs04	GPCA	4588	12718	9.791162888555018
Hvs04	RRS	GPCA	11132	55982	9.612868497291041
Hvs04	Hs06	GPCA	1052	1414	14.770663892916762
Hvs04	Hs06	GPCA	56442	5184	9.586839787961827
Hvs04	Hs04	GPCA	55738	71924	9.674192268145685
Hvs04	Hs06	GPCA	100014491	100014491	13.337203749714554
Hvs04	RRS	GPCA	2362	10227	9.4241662888181
Hvs04	RRS	GPCA	1062	100066393	9.238404739325079
Hvs04	Hs05	GPCA	100015454	100015483	19.544266424209177
Hvs04	Hs05	GPCA	7846	1672	9.845490050944376
Hvs04	RRS	GPCA	71224	3997	11.722380635163804
Hvs04	Lit-BM	GPCA	9794	12070	9.047123912114026
Hvs04	RRS	GPCA	78	7208	9.649256177517314
Hvs04	Hs04	GPCA	13215	1077	9.978710459106358
Hvs04	RRS	GPCA	100061932	3008	10.606405212697785
Hvs04	RRS	GPCA	5272	2388	10.721953612801386
Hvs04	Hs04	GPCA	55588	13314	10.101975670949232
Hvs04	Lit-BM	GPCA	14894	538	10.50084187955693
Hvs04	Lit-BM	GPCA	6768	4660	13.213256138247942
Hvs04	RRS	GPCA	72108	1095	9.661778097771988
Hvs04	Hs06	GPCA	8327	14015	9.4093909361377
Hvs04	RRS	GPCA	52927	71999	9.4655664048094
Hvs04	Hs06	GPCA	1124	71908	19.697495336014384
Hvs04	RRS	GPCA	5342	7407	9.908392620773752
Hvs04	Hs04	GPCA	7162	54732	11.517669388133813
Hvs04	Hs04	GPCA	71924	56271	12.517669388133813
Hvs04	Hs05	GPCA	7698	4696	9.867278739709663
Hvs04	RRS	GPCA	8406	100002382	10.163649676015826
Hvs04	Hs06	GPCA	3068	4276	10.944712061043486
Hvs04	Hs06	GPCA	9157	7239	11.49735289347705
Hvs04	RRS	GPCA	56339	13626	9.4655664048094
Hvs04	Hs04	GPCA	6131	11204	9.438791852578262
Hvs04	RRS	GPCA	5382	6625	9.394462694610317
Hvs04	RRS	GPCA	54833	10119	9.027905996569885
Hvs04	Hs04	GPCA	70538	56442	13.289442575688332
Hvs04	RRS	GPCA	6756	127	9.779719355143405
Hvs04	Hs06	GPCA	13628	7323	12.574120435009748
Hvs04	RRS	GPCA	10127	70907	11.003517912108602
Hvs04	Hs06	GPCA	13662	100016209	11.507794640198696
Hvs04	RRS	GPCA	1257	14868	9.394462694610317
Hvs04	Hs04	GPCA	56717	56612	10.586839787961827
Hvs04	Hs05	GPCA	675	55888	10.773963368433558
Hvs04	Hs05	GPCA	7617	2596	9.394462694610317
Hvs04	Lit-BM	GPCA	3625	13547	9.394462694610317
Hvs04	Lit-BM	GPCA	164	53687	9.4093909361377
Hvs04	RRS	GPCA	5477	71337	9.899356922923111
Hvs04	RRS	GPCA	13386	7431	9.271463027904375
Hvs04	Lit-BM	GPCA	56919	10280	9.4655664048094
Hvs04	Hs05	GPCA	7439	4798	8.988684686772165
Hvs04	Lit-BM	GPCA	6297	10794	9.802516365121223
Hvs04	Lit-BM	GPCA	53366	100066371	10.466586337719246
Hvs04	RRS	GPCA	1306	72022	9.756556322524087
Hvs04	Hs04	GPCA	711	14902	10.656424863277781
Hvs04	Hs06	GPCA	71167	3662	11.21856323619027
Hvs04	RRS	GPCA	100061574	53600	9.13699111208023
Hvs04	Lit-BM	GPCA	3777	1341	9.4093909361377
Hvs04	Lit-BM	GPCA	3117	53021	11.357002092264985
Hvs04	RRS	GPCA	718	100000034	9.970105890612182
Hvs04	RRS	GPCA	55165	9068	9.238404739325079
Hvs04	Hs04	GPCA	10480	71628	9.221587121264806
Hvs04	Lit-BM	GPCA	7108	732	11.295194955880655
Hvs04	Hs04	GPCA	5865	1957	9.638435913990472
Hvs04	RRS	GPCA	6364	11743	9.4093909361377
Hvs04	RRS	GPCA	10779	9155	9.734709620225837
Hvs04	Hs04	GPCA	70436	71592	13.85321207271565
Hvs04	Hs04	GPCA	13801	1386	10.222794902868111
Hvs04	Lit-BM	GPCA	54157	3154	9.379378367071263
Hvs04	RRS	GPCA	7111	4875	9.779719355143405
Hvs04	Lit-BM	GPCA	9215	12304	9.4655664048094
Hvs04	RRS	GPCA	11999	56165	9.888743248898258
Hvs04	RRS	GPCA	70481	71806	10.118941072723509
Hvs04	Lit-BM	GPCA	71133	229	10.008428622070582
Hvs04	RRS	GPCA	3155	70672	9.834471049984222
Hvs04	RRS	GPCA	7637	7732	9.638435913990472
Hvs04	Lit-BM	GPCA	11706	756	9.54882190845875
Hvs04	Hs05	GPCA	3740	70919	9.303780748177104
Hvs04	Hs04	GPCA	6135	4897	14.130168328146762
Hvs04	RRS	GPCA	3757	100002622	10.643856189774725
Hvs04	Hs05	GPCA	56176	9378	11.944712061043486
Hvs04	Hs05	GPCA	56442	54347	9.379378367071263
Hvs04	RRS	GPCA	12385	280	11.71639078949768
Hvs04	RRS	GPCA	52831	5708	9.348728154231079
Hvs04	Hs06	GPCA	70870	3198	11.448632567730552
Hvs04	Hs04	GPCA	4982	7127	18.946100974384755
Hvs04	RRS	GPCA	5762	12343	9.4241662888181
Hvs04	Hs06	GPCA	7807	56271	10.188588845707349
Hvs04	RRS	GPCA	5868	3203	10.85642552862553
Hvs04	Hs04	GPCA	6671	10711	19.9960941510391
Hvs04	RRS	GPCA	4435	100064156	9.172427508645484
Hvs04	Hs04	GPCA	5832	9546	15.52061868055628
Hvs04	Hs06	GPCA	7881	8400	9.100662339005199
Hvs04	RRS	GPCA	873	14577	10.53430288245463
Hvs04	Hs06	GPCA	6722	12950	9.507794640198696
Hvs04	RRS	GPCA	3846	8567	10.762382038710394
Hvs04	Hs04	GPCA	6792	12339	9.573647187493323
Hvs04	RRS	GPCA	9527	10882	9.779719355143405
Hvs04	RRS	GPCA	72019	71649	9.438791852578262
Hvs04	Hs04	GPCA	11347	2260	12.810370800183728
Hvs04	RRS	GPCA	7903	5888	9.238404739325079
Hvs04	Lit-BM	GPCA	9477	7959	12.283377789285558
Hvs04	Hs06	GPCA	1578	100069097	10.580258567499788
Hvs04	Lit-BM	GPCA	3902	9587	9.438791852578262
Hvs04	Hs06	GPCA	100062355	5119	10.127994320976393
Hvs04	RRS	GPCA	100066377	71888	9.4241662888181
Hvs04	RRS	GPCA	5848	976	9.560332834212442
Hvs04	Hs06	GPCA	2906	100014450	10.008428622070582
Hvs04	RRS	GPCA	70996	14899	9.756556322524087
Hvs04	RRS	GPCA	2350	4961	9.54882190845875
Hvs04	RRS	GPCA	8244	3385	10.047123912114026
Hvs04	RRS	GPCA	100062004	11114	12.172114932533136
Hvs04	RRS	GPCA	4604	54041	10.867278739709663
Hvs04	RRS	GPCA	100068164	2959	12.436190995481418
Hvs04	Lit-BM	GPCA	7938	6970	9.978710459106358
Hvs04	RRS	GPCA	55814	56381	9.710806433699352
Hvs04	Hs04	GPCA	8186	13628	19.214826608504545
Hvs04	RRS	GPCA	2975	9458	10.801708358916462
Hvs04	RRS	GPCA	12642	1682	9.586839787961827
Hvs04	RRS	GPCA	3459	12225	9.493855449240824
Hvs04	Lit-BM	GPCA	53934	4623	9.638435913990472
Hvs04	RRS	GPCA	52661	100068937	9.507794640198696
Hvs04	RRS	GPCA	11819	3005	10.271463027904375
Hvs04	Hs06	GPCA	3505	6974	10.924070185585345
Hvs04	Lit-BM	GPCA	11786	5970	10.295768934420508
Hvs04	Hs06	GPCA	53991	5285	10.03754695396218
Hvs04	Hs06	GPCA	54347	7101	9.661778097771988
Hvs04	Lit-BM	GPCA	9924	12346	9.319672120946995
Hvs04	Hs04	GPCA	56129	56717	9.834471049984222
Hvs04	Hs05	GPCA	100062578	574	10.580258567499788
Hvs04	RRS	GPCA	1747	100069078	9.333155350310617
Hvs04	Lit-BM	GPCA	7547	2427	15.433063765122071
Hvs04	Hs05	GPCA	8843	8359	10.111135670234708
Hvs04	RRS	GPCA	4101	11361	9.451211111832329
Hvs04	Hs06	GPCA	10057	56928	9.899356922923111
Hvs04	Hs05	GPCA	1136	56442	10.13699111208023
Hvs04	RRS	GPCA	4109	53278	10.357552004618084
Hvs04	Lit-BM	GPCA	611	4662	9.535275376620804
Hvs04	Hs04	GPCA	3585	100069030	9.364134655008051
Hvs04	RRS	GPCA	53120	100016209	9.172427508645484
Hvs04	Hs04	GPCA	71768	122	15.909564990810873
Hvs04	Hs04	GPCA	100006402	6195	9.54882190845875
Hvs04	Hs04	GPCA	53226	55864	12.210062483240232
Hvs04	Lit-BM	GPCA	4544	653	18.672884536751685
Hvs04	Hs05	GPCA	3101	13628	16.757038356478038
Hvs04	Hs06	GPCA	100015503	56616	11.088125692188207
Hvs04	RRS	GPCA	1873	7682	10.047123912114026
Hvs04	Lit-BM	GPCA	3625	100067498	10.197216693110054
Hvs04	Hs06	GPCA	14968	7437	11.267371931265274
Hvs04	Hs04	GPCA	4228	5322	12.474973384391147
Hvs04	Hs04	GPCA	13791	100015072	12.991521846075695
Hvs04	RRS	GPCA	717	56589	9.521600439723727
Hvs04	RRS	GPCA	8314	6323	9.507794640198696
Hvs04	RRS	GPCA	1356	55787	12.559377090526684
Hvs04	Lit-BM	GPCA	3120	5998	12.21856323619027
Hvs04	Hs04	GPCA	4852	11745	12.881687558870004
Hvs04	Lit-BM	GPCA	70370	70370	13.47065887406055
Hvs04	RRS	GPCA	10219	5603	9.85642552862553
Hvs04	Hs04	GPCA	10195	7617	11.227014193649135
Hvs04	Hs06	GPCA	740	12624	10.63117705570398
Hvs04	Lit-BM	GPCA	11903	2709	16.206346675148975
Hvs04	Hs06	GPCA	3598	2032	18.736411841356066
Hvs04	Hs06	GPCA	4506	3740	11.189206834597025
Hvs04	Lit-BM	GPCA	6452	70281	10.101975670949232
Hvs04	Hs05	GPCA	9232	53158	17.679679390980894
Hvs04	RRS	GPCA	70672	100068177	9.221587121264806
Hvs04	Hs04	GPCA	7637	1414	10.342074667999139
Hvs04	Hs06	GPCA	779	10613	10.214319120800766
Hvs04	Hs05	GPCA	100015985	2092	11.032045726930809
Hvs04	Hs06	GPCA	40080553	14251	14.7657004876511
Hvs04	Hs05	GPCA	52659	2731	9.779719355143405
Hvs04	Hs04	GPCA	3762	56155	13.749136164336134
Hvs04	RRS	GPCA	56328	12286	9.54882190845875
Hvs04	Lit-BM	GPCA	100002387	71141	9.364134655008051
Hvs04	RRS	GPCA	13881	10746	9.535275376620804
Hvs04	Hs04	GPCA	12324	52993	9.451211111832329
Hvs04	Hs06	GPCA	71280	71924	9.287712379549449
Hvs04	Hs04	GPCA	100069030	286	10.349834091457248
Hvs04	Lit-BM	GPCA	7763	13373	11.707359132080883
Hvs04	Hs04	GPCA	12368	846	16.007312027350867
Hvs04	Hs06	GPCA	13600	9406	9.379378367071263
Hvs04	RRS	GPCA	300	5348	10.287712379549449
Hvs04	Hs04	GPCA	5743	4435	9.722807531169547
Hvs04	Hs04	GPCA	10842	53219	9.638435913990472
Hvs04	Hs04	GPCA	6636	3844	9.25502856981873
Hvs04	RRS	GPCA	70786	3283	9.493855449240824
Hvs04	RRS	GPCA	10864	72095	9.451211111832329
Hvs04	RRS	GPCA	56060	14551	10.047123912114026
Hvs04	Hs06	GPCA	10160	6808	10.547858506058418
Hvs04	RRS	GPCA	100062664	71814	9.319672120946995
Hvs04	Hs06	GPCA	376	4239	10.445014845868425
Hvs04	Hs04	GPCA	1578	6604	10.279610581052486
Hvs04	Lit-BM	GPCA	7959	70300	9.364134655008051
Hvs04	Lit-BM	GPCA	71051	10889	9.734709620225837
Hvs04	Hs05	GPCA	939	72117	15.232683238772697
Hvs04	Hs05	GPCA	9628	100069008	14.886744462772263
Hvs04	Lit-BM	GPCA	12631	100068256	9.348728154231079
Hvs04	Hs04	GPCA	12315	1579	9.768184324776927
Hvs04	Lit-BM	GPCA	10935	10935	17.268861775904124
Hvs04	RRS	GPCA	6312	975	8.988684686772165
Hvs04	Hs04	GPCA	2869	12318	9.744833837499547
Hvs04	RRS	GPCA	9640	54895	12.081150521271868
Hvs04	Hs05	GPCA	14074	12718	11.895953892812168
Hvs04	RRS	GPCA	5920	100061564	9.379378367071263
Hvs04	Lit-BM	GPCA	11103	71021	15.156320134217337
Hvs04	RRS	GPCA	9008	5175	10.445014845868425
Hvs04	Hs04	GPCA	6944	10696	9.319672120946995
Hvs04	RRS	GPCA	9661	54465	9.047123912114026
Hvs04	Hs05	GPCA	100014332	100015161	14.188666108796985
Hvs04	Hs04	GPCA	1052	3504	9.4655664048094
Hvs04	Hs06	GPCA	3958	56822	9.479780264029099
Hvs04	Hs06	GPCA	100014491	100015265	12.907641803665527
Hvs04	RRS	GPCA	71745	1660	10.768184324776927
Hvs04	RRS	GPCA	5943	14650	9.521600439723727
Hvs04	RRS	GPCA	1062	100066393	9.118941072723507
Hvs04	Hs04	GPCA	2974	70550	9.686500527183219
Hvs04	Lit-BM	GPCA	8201	100068974	11.557942286787448
Hvs04	Lit-BM	GPCA	11100	48	9.834471049984222
Hvs04	Lit-BM	GPCA	9794	12070	9.451211111832329
Hvs04	RRS	GPCA	56003	56639	9.813781191217037
Hvs04	RRS	GPCA	4627	11158	10.310612781659529
Hvs04	Hs04	GPCA	78	13604	9.802516365121223
Hvs04	Hs04	GPCA	71229	1077	10.47269083924278
Hvs04	RRS	GPCA	100061932	3008	10.357552004618084
Hvs04	Hs06	GPCA	7083	9383	10.872674880270607
Hvs04	Hs04	GPCA	9921	10016	9.379378367071263
Hvs04	RRS	GPCA	1697	11251	9.4241662888181
Hvs04	Lit-BM	GPCA	3510	11643	9.649256177517314
Hvs04	Hs04	GPCA	9958	72111	10.79116288855502
Hvs04	Lit-BM	GPCA	14894	538	11.368506461507693
Hvs04	RRS	GPCA	9270	5983	10.4797802640291
Hvs04	RRS	GPCA	52883	70643	11.72494011846236
Hvs04	Hs04	GPCA	13474	100062331	13.842448562771908
Hvs04	Lit-BM	GPCA	11805	4687	12.730894646541671
Hvs04	Hs05	GPCA	56271	100014491	12.821375392372538
Hvs04	Hs05	GPCA	4696	11814	15.732246937087854
Hvs04	Lit-BM	GPCA	11505	11866	10.287712379549449
Hvs04	RRS	GPCA	4779	3564	9.319672120946995
Hvs04	Hs05	GPCA	7239	14410	10.662668375517542
Hvs04	RRS	GPCA	55879	10078	8.88874324889826
Hvs04	Hs05	GPCA	6131	11204	9.438791852578262
Hvs04	RRS	GPCA	54833	10119	9.479780264029099
Hvs04	Hs04	GPCA	56442	71408	10.394462694610318
Hvs04	RRS	GPCA	1819	54144	9.479780264029099
Hvs04	Hs06	GPCA	3598	55738	9.978710459106358
Hvs04	RRS	GPCA	4773	52741	11.263269200372662
Hvs04	Hs04	GPCA	11688	100015265	10.624795455860237
Hvs04	RRS	GPCA	55560	53160	8.948367231584678
Hvs04	Hs06	GPCA	53158	3068	10.13699111208023
Hvs04	Lit-BM	GPCA	8617	55086	11.201511344500146
Hvs04	RRS	GPCA	1257	14868	9.066089190457772
Hvs04	Hs06	GPCA	9237	3086	11.210062483240232
Hvs04	Hs06	GPCA	676	56904	9.573647187493323
Hvs04	Hs05	GPCA	2599	5307	12.606173844717032
Hvs04	Lit-BM	GPCA	3625	13547	9.674192268145685
Hvs04	RRS	GPCA	8665	11557	9.394462694610317
Hvs04	RRS	GPCA	5477	71337	9.734709620225837
Hvs04	RRS	GPCA	100015275	56630	9.888743248898258
Hvs04	Hs05	GPCA	7626	4798	9.172427508645484
Hvs04	Hs05	GPCA	55690	10352	10.527477006060396
Hvs04	Hs05	GPCA	56717	71924	9.303780748177104
Hvs04	RRS	GPCA	100061574	53600	9.918863237274595
Hvs04	Hs04	GPCA	71953	70040	9.535275376620804
Hvs04	RRS	GPCA	1942	5742	11.80775740358927
Hvs04	Lit-BM	GPCA	5599	2688	15.292681111298128
Hvs04	Lit-BM	GPCA	4613	4262	9.722807531169547
Hvs04	Hs06	GPCA	7605	100069062	9.25502856981873
Hvs04	Hs05	GPCA	70436	71592	13.85321207271565
Hvs04	RRS	GPCA	5613	8906	11.349281228817453
Hvs04	Hs05	GPCA	4798	2713	10.018200178813226
Hvs04	Lit-BM	GPCA	71930	3723	11.934428040626804
Hvs04	RRS	GPCA	11999	56165	10.181152256865566
Hvs04	RRS	GPCA	1400	4047	9.674192268145685
Hvs04	RRS	GPCA	7478	5649	9.303780748177104
Hvs04	RRS	GPCA	7637	7732	9.54882190845875
Hvs04	Hs06	GPCA	71702	3740	16.084517760429932
Hvs04	RRS	GPCA	70883	100069234	9.303780748177104
Hvs04	RRS	GPCA	247	53189	9.4241662888181
Hvs04	RRS	GPCA	3757	100002622	9.586839787961827
Hvs04	RRS	GPCA	10711	14158	12.277578002415737
Hvs04	RRS	GPCA	3180	9318	8.948367231584678
Hvs04	Hs05	GPCA	100000075	4403	10.466586337719246
Hvs04	Lit-BM	GPCA	6555	14287	11.214319120800766
Hvs04	Hs04	GPCA	9381	53113	14.439830883981394
Hvs04	Hs05	GPCA	71227	71227	13.375039431346924
Hvs04	RRS	GPCA	12385	280	11.37232095486726
Hvs04	RRS	GPCA	1446	2341	9.586839787961827
Hvs04	Lit-BM	GPCA	3724	2773	11.210062483240232
Hvs04	Hs04	GPCA	14251	3772	10.715961990255146
Hvs04	RRS	GPCA	13286	9385	13.51360424123979
Hvs04	Lit-BM	GPCA	70922	12346	9.674192268145685
Hvs04	RRS	GPCA	54446	72111	10.674192268145685
Hvs04	RRS	GPCA	12322	4427	9.638435913990472
Hvs04	Hs06	GPCA	857	4535	9.379378367071263
Hvs04	Lit-BM	GPCA	4124	3822	9.451211111832329
Hvs04	RRS	GPCA	5014	14783	9.238404739325079
Hvs04	Hs05	GPCA	12734	6671	15.98852936859873
Hvs04	Hs06	GPCA	9518	9453	11.416269744523207
Hvs04	RRS	GPCA	71475	100000237	9.507794640198696
Hvs04	RRS	GPCA	10841	70554	9.333155350310617
Hvs04	Hs06	GPCA	70183	14498	9.333155350310617
Hvs04	Hs04	GPCA	70436	3826	10.580258567499788
Hvs04	Hs04	GPCA	5066	56359	11.969386521342281
Hvs04	Hs04	GPCA	10876	6724	10.898601387403938
Hvs04	Hs06	GPCA	100015451	54696	12.020632761657707
Hvs04	Hs04	GPCA	72011	71628	9.625708843064466
Hvs04	Hs04	GPCA	343	6802	11.796445259061851
Hvs04	Hs06	GPCA	12573	71987	12.536247215688128
Hvs04	Lit-BM	GPCA	1563	8208	9.888743248898258
Hvs04	Hs06	GPCA	2260	12629	10.287712379549449
Hvs04	RRS	GPCA	7903	5888	9.364134655008051
Hvs04	RRS	GPCA	71833	100016017	10.279610581052486
Hvs04	Lit-BM	GPCA	9130	388	9.878050912728536
Hvs04	Hs06	GPCA	1579	4689	9.379378367071263
Hvs04	Hs06	GPCA	2286	2464	13.414553114827141
Hvs04	RRS	GPCA	7976	54828	9.734709620225837
Hvs04	Lit-BM	GPCA	3902	9587	9.918863237274595
Hvs04	Hs05	GPCA	71218	9635	11.733862719678541
Hvs04	RRS	GPCA	100066377	71888	9.319672120946995
Hvs04	Hs04	GPCA	100062578	1579	10.47269083924278
Hvs04	Lit-BM	GPCA	5898	6439	9.379378367071263
Hvs04	RRS	GPCA	100068253	14831	10.172427508645484
Hvs04	RRS	GPCA	5848	976	9.25502856981873
Hvs04	Hs05	GPCA	3053	2917	11.50084187955693
Hvs04	RRS	GPCA	425	11645	9.823367240046236
Hvs04	RRS	GPCA	2350	4961	9.698704666770345
Hvs04	Hs05	GPCA	3958	5285	9.638435913990472
Hvs04	Hs06	GPCA	100066379	55690	9.4241662888181
Hvs04	RRS	GPCA	100068164	2959	9.54882190845875
Hvs04	RRS	GPCA	464	2577	12.728133100306218
Hvs04	RRS	GPCA	100000442	2363	14.751387144917906
Hvs04	Hs04	GPCA	14251	8190	9.4655664048094
Hvs04	RRS	GPCA	3459	12225	9.394462694610317
Hvs04	Lit-BM	GPCA	6835	4004	14.1466482222377
Hvs04	Hs05	GPCA	6644	93	14.641713098353948
Hvs04	Hs05	GPCA	100069067	7104	10.394462694610318
Hvs04	RRS	GPCA	70715	1703	10.993646060016596
Hvs04	Hs06	GPCA	11367	56271	10.914385132155443
Hvs04	Lit-BM	GPCA	4066	4955	13.881113960675096
Hvs04	RRS	GPCA	5420	5319	9.560332834212442
Hvs04	Hs06	GPCA	3523	5057	15.697592051919777
Hvs04	Hs06	GPCA	10781	3044	9.744833837499547
Hvs04	Hs04	GPCA	53226	4089	15.059513463933726
Hvs04	Hs06	GPCA	11816	580	14.753895725950708
Hvs04	Lit-BM	GPCA	2663	113	10.318542809702723
Hvs04	Hs04	GPCA	52853	7211	10.662668375517542
Hvs04	RRS	GPCA	4109	53278	11.466076461396254
Hvs04	Hs05	GPCA	7233	52901	10.295768934420508
Hvs04	Hs05	GPCA	11600	53991	9.348728154231079
Hvs04	RRS	GPCA	4119	53633	10.074141462752506
Hvs04	RRS	GPCA	7246	9379	9.612868497291041
Hvs04	RRS	GPCA	56411	56673	9.507794640198696
Hvs04	RRS	GPCA	2060	1803	9.988684686772167
Hvs04	Hs06	GPCA	7021	3594	9.638435913990472
Hvs04	Hs06	GPCA	3068	12681	10.05528243550119
Hvs04	RRS	GPCA	1836	10698	10.03754695396218
Hvs04	Hs04	GPCA	53235	71745	10.279610581052486
Hvs04	Hs06	GPCA	3068	2589	9.939579214314692
Hvs04	RRS	GPCA	53326	4163	10.197216693110054
Hvs04	RRS	GPCA	70576	13705	9.599912842187129
Hvs04	RRS	GPCA	677	100070349	9.394462694610317
Hvs04	RRS	GPCA	1873	7682	9.521600439723727
Hvs04	Hs06	GPCA	11788	4200	10.318542809702723
Hvs04	RRS	GPCA	54737	5510	10.326429487122304
Hvs04	Hs06	GPCA	7439	56007	12.448632567730552
Hvs04	RRS	GPCA	10298	10633	9.756556322524087
Hvs04	RRS	GPCA	71232	56671	9.779719355143405
Hvs04	Hs05	GPCA	12130	690	11.360847084179666
Hvs04	Hs04	GPCA	52655	11816	17.010735701269937
Hvs04	Hs05	GPCA	71595	7540	9.4241662888181
Hvs04	RRS	GPCA	10373	100064165	9.154818109052105
Hvs04	RRS	GPCA	717	56589	9.949826710759112
Hvs04	Hs06	GPCA	54986	2661	11.964701857420447
Hvs04	RRS	GPCA	12007	11905	9.612868497291041
Hvs04	RRS	GPCA	1356	55787	11.826945650415487
Hvs04	Hs04	GPCA	9342	3121	9.970105890612182
Hvs04	Hs06	GPCA	55882	5593	10.154818109052105
Hvs04	RRS	GPCA	1383	100014447	10.437752072323603
Hvs04	Hs04	GPCA	10980	7617	9.768184324776927
Hvs04	Hs04	GPCA	15026	10493	9.438791852578262
Hvs04	Hs06	GPCA	7127	742	19.56677316931456
Hvs04	Lit-BM	GPCA	5484	3722	9.791162888555018
Hvs04	Hs05	GPCA	55834	14057	14.831406217838442
Hvs04	Hs05	GPCA	14523	2032	10.379378367071263
Hvs04	Lit-BM	GPCA	4887	5109	11.405141463136344
Hvs04	Hs06	GPCA	9433	1414	14.712795653732137
Hvs04	Hs05	GPCA	56314	10520	12.216442739160492
Hvs04	Hs04	GPCA	4350	71953	9.25502856981873
Hvs04	RRS	GPCA	70767	4922	9.287712379549449
Hvs04	RRS	GPCA	6481	53312	9.394462694610317
Hvs04	RRS	GPCA	70953	100015563	9.479780264029099
Hvs04	RRS	GPCA	56328	12286	9.4093909361377
Hvs04	RRS	GPCA	54339	70382	9.586839787961827
Hvs04	Lit-BM	GPCA	100002387	71141	9.988684686772167
Hvs04	RRS	GPCA	13881	10746	9.4655664048094
Hvs04	RRS	GPCA	9385	12522	9.686500527183219
Hvs04	Lit-BM	GPCA	55199	10799	9.85642552862553
Hvs04	RRS	GPCA	2183	6880	9.066089190457772
Hvs04	RRS	GPCA	300	5348	9.888743248898258
Hvs04	RRS	GPCA	14461	70326	9.319672120946995
Hvs04	RRS	GPCA	10111	2796	9.949826710759112
Hvs04	RRS	GPCA	52937	3822	9.4655664048094
Hvs04	Lit-BM	GPCA	71311	5029	10.762382038710394
Hvs04	Hs04	GPCA	54667	70832	9.507794640198696
Hvs04	Lit-BM	GPCA	71587	71704	10.7279204545632
Hvs04	RRS	GPCA	1520	100069106	9.379378367071263
Hvs04	Lit-BM	GPCA	3267	52987	9.988684686772167
Hvs04	Hs05	GPCA	10842	53626	9.834471049984222
Hvs04	Lit-BM	GPCA	6976	5073	9.54882190845875
Hvs04	RRS	GPCA	56060	14551	9.599912842187129
Hvs04	RRS	GPCA	8438	5080	13.263562639820616
Hvs04	Hs04	GPCA	71894	12624	12.733862719678543
Hvs04	Hs05	GPCA	100064146	54869	12.340128273700588
Hvs04	Hs04	GPCA	386	100069030	9.479780264029099
Hvs04	Hs04	GPCA	1578	12944	10.222794902868111
Hvs04	Hs06	GPCA	954	1177	13.35438714227391
Hvs04	Hs06	GPCA	6869	71177	10.287712379549449
Hvs04	Hs05	GPCA	13600	1579	12.825555100870831
Hvs04	Hs05	GPCA	3364	10661	9.722807531169547
