ensembl_gene_id_a	ensembl_gene_id_b	n_publications	n_methods	n_evidences
ENSG00000116824	ENSG00000198087	5	8	10
ENSG00000118058	ENSG00000274267	5	5	8
ENSG00000118058	ENSG00000277775	5	5	8
ENSG00000118058	ENSG00000275379	5	5	8
ENSG00000118058	ENSG00000274750	5	5	8
ENSG00000118058	ENSG00000273983	5	5	8
ENSG00000118058	ENSG00000275714	5	5	8
ENSG00000118058	ENSG00000278272	5	5	8
ENSG00000118058	ENSG00000278828	5	5	8
ENSG00000118058	ENSG00000197153	5	5	8
ENSG00000118058	ENSG00000197409	5	5	8
ENSG00000073969	ENSG00000169696	1	2	2
ENSG00000066135	ENSG00000158406	2	4	5
ENSG00000026103	ENSG00000103275	2	3	3
ENSG00000108468	ENSG00000158636	3	4	7
ENSG00000103275	ENSG00000157601	1	2	2
ENSG00000114125	ENSG00000139842	2	2	2
ENSG00000057935	ENSG00000071655	4	4	5
ENSG00000186871	ENSG00000197386	1	2	2
ENSG00000158477	ENSG00000166710	2	1	2
ENSG00000092330	ENSG00000102977	5	4	7
ENSG00000114125	ENSG00000184182	3	2	3
ENSG00000167461	ENSG00000168067	1	2	2
ENSG00000007516	ENSG00000181790	1	2	2
ENSG00000092330	ENSG00000132604	8	7	13
ENSG00000012048	ENSG00000166164	1	2	2
ENSG00000043591	ENSG00000081026	1	4	4
ENSG00000049130	ENSG00000157404	3	4	4
ENSG00000105323	ENSG00000166164	1	3	3
ENSG00000124214	ENSG00000213977	1	2	2
ENSG00000114125	ENSG00000204435	3	3	4
ENSG00000121858	ENSG00000173530	3	2	3
ENSG00000106617	ENSG00000131791	3	3	3
ENSG00000185345	ENSG00000185345	24	5	28
ENSG00000170775	ENSG00000185345	3	4	5
ENSG00000101182	ENSG00000185345	2	4	4
ENSG00000049130	ENSG00000049130	2	2	2
ENSG00000108094	ENSG00000114125	2	2	2
ENSG00000080561	ENSG00000101871	4	2	5
ENSG00000166164	ENSG00000168310	1	2	2
ENSG00000113327	ENSG00000170296	2	2	3
ENSG00000133135	ENSG00000167770	1	2	2
ENSG00000181222	ENSG00000196235	7	5	9
ENSG00000116141	ENSG00000186868	3	3	4
ENSG00000113649	ENSG00000181222	2	2	3
ENSG00000123124	ENSG00000162409	1	2	2
ENSG00000134242	ENSG00000134242	2	2	2
ENSG00000123124	ENSG00000133104	3	3	4
ENSG00000123124	ENSG00000197070	1	2	2
ENSG00000004897	ENSG00000155849	1	2	2
ENSG00000122644	ENSG00000155849	1	2	2
ENSG00000155849	ENSG00000177105	2	3	3
ENSG00000150760	ENSG00000155849	10	5	13
ENSG00000115008	ENSG00000182636	1	2	2
ENSG00000043591	ENSG00000187391	2	3	3
ENSG00000131759	ENSG00000172943	2	2	2
ENSG00000135390	ENSG00000159363	1	2	2
ENSG00000166710	ENSG00000234745	2	2	2
ENSG00000114302	ENSG00000241978	1	2	2
ENSG00000141510	ENSG00000166164	1	4	4
ENSG00000104044	ENSG00000159363	1	2	2
ENSG00000081026	ENSG00000127329	1	2	2
ENSG00000105202	ENSG00000108654	1	2	2
ENSG00000100197	ENSG00000100197	2	1	2
ENSG00000129757	ENSG00000166508	1	2	2
ENSG00000092330	ENSG00000147601	13	8	16
ENSG00000122779	ENSG00000166164	1	2	2
ENSG00000081026	ENSG00000171862	1	3	3
ENSG00000078549	ENSG00000120885	1	2	2
ENSG00000134242	ENSG00000177885	1	2	2
ENSG00000080561	ENSG00000089289	2	1	2
ENSG00000123091	ENSG00000143947	2	1	2
ENSG00000139372	ENSG00000154767	1	2	2
ENSG00000123091	ENSG00000177889	5	4	6
ENSG00000094631	ENSG00000150991	9	3	10
ENSG00000133112	ENSG00000141510	2	4	4
ENSG00000165029	ENSG00000172164	1	3	3
ENSG00000122126	ENSG00000144566	2	5	5
ENSG00000110148	ENSG00000159363	1	2	2
ENSG00000166710	ENSG00000166710	8	12	20
ENSG00000078269	ENSG00000213463	1	2	2
ENSG00000160789	ENSG00000188486	2	2	3
ENSG00000162616	ENSG00000181163	1	2	2
ENSG00000102978	ENSG00000122180	2	2	3
ENSG00000131508	ENSG00000165886	1	2	2
ENSG00000085832	ENSG00000123091	3	2	3
ENSG00000003400	ENSG00000003402	6	6	8
ENSG00000111704	ENSG00000143258	2	3	4
ENSG00000115966	ENSG00000115966	4	3	4
ENSG00000121989	ENSG00000213463	2	2	3
ENSG00000102978	ENSG00000128272	1	3	3
ENSG00000091831	ENSG00000145741	1	3	3
ENSG00000145741	ENSG00000196531	2	2	2
ENSG00000143258	ENSG00000168301	1	2	2
ENSG00000122126	ENSG00000167461	3	7	8
ENSG00000139372	ENSG00000184900	1	2	2
ENSG00000005379	ENSG00000100300	1	2	2
ENSG00000139372	ENSG00000188612	2	2	2
ENSG00000064300	ENSG00000165821	1	3	3
ENSG00000188486	ENSG00000198668	2	2	3
ENSG00000116030	ENSG00000139372	6	3	8
ENSG00000143933	ENSG00000188486	2	2	3
ENSG00000171560	ENSG00000180210	2	2	2
ENSG00000141968	ENSG00000197343	1	3	3
ENSG00000122126	ENSG00000175582	3	6	6
ENSG00000110799	ENSG00000160323	3	3	5
ENSG00000132535	ENSG00000198010	1	2	2
ENSG00000160014	ENSG00000188486	2	2	3
ENSG00000123091	ENSG00000150991	2	1	2
ENSG00000123091	ENSG00000170315	1	2	2
ENSG00000134769	ENSG00000182253	1	3	3
ENSG00000003400	ENSG00000003400	2	3	3
ENSG00000158485	ENSG00000166710	3	2	3
ENSG00000139620	ENSG00000196363	2	4	4
ENSG00000106803	ENSG00000159363	1	2	2
ENSG00000171759	ENSG00000171759	2	2	2
ENSG00000135363	ENSG00000179348	1	2	2
ENSG00000080561	ENSG00000080561	3	2	4
ENSG00000132254	ENSG00000132254	2	2	2
ENSG00000121966	ENSG00000159363	1	2	2
ENSG00000136485	ENSG00000159363	1	2	2
ENSG00000159363	ENSG00000220205	1	2	2
ENSG00000131508	ENSG00000167770	8	5	9
ENSG00000110651	ENSG00000112164	1	2	2
ENSG00000132254	ENSG00000147889	1	2	2
ENSG00000039068	ENSG00000099817	1	2	2
ENSG00000134769	ENSG00000198947	2	4	4
ENSG00000003400	ENSG00000117592	1	2	2
ENSG00000123091	ENSG00000124356	1	3	3
ENSG00000123091	ENSG00000157077	3	2	4
ENSG00000177889	ENSG00000205423	1	2	2
ENSG00000134769	ENSG00000152818	2	3	3
ENSG00000102385	ENSG00000134769	1	2	2
ENSG00000113494	ENSG00000172179	1	2	2
ENSG00000115966	ENSG00000177606	10	8	13
ENSG00000003400	ENSG00000168040	6	5	7
ENSG00000113494	ENSG00000113494	1	2	2
ENSG00000120833	ENSG00000187266	3	5	6
ENSG00000130427	ENSG00000187266	7	5	7
ENSG00000109332	ENSG00000165886	1	2	2
ENSG00000102145	ENSG00000135363	1	2	2
ENSG00000135363	ENSG00000162367	4	3	6
ENSG00000003400	ENSG00000064012	9	6	10
ENSG00000120805	ENSG00000132254	2	2	3
ENSG00000094631	ENSG00000162772	1	2	2
ENSG00000135679	ENSG00000187555	15	8	22
ENSG00000141510	ENSG00000182636	3	3	4
ENSG00000011304	ENSG00000137309	1	3	3
ENSG00000105974	ENSG00000177272	2	2	3
ENSG00000011304	ENSG00000011304	2	2	3
ENSG00000081479	ENSG00000213463	1	2	2
ENSG00000136930	ENSG00000240065	5	3	5
ENSG00000105974	ENSG00000116171	1	3	3
ENSG00000117560	ENSG00000140368	2	4	4
ENSG00000008853	ENSG00000008853	1	2	2
ENSG00000163132	ENSG00000163132	1	2	2
ENSG00000081479	ENSG00000173406	2	2	3
ENSG00000067221	ENSG00000109670	1	2	2
ENSG00000081479	ENSG00000198929	1	2	2
ENSG00000081479	ENSG00000123159	3	2	4
ENSG00000081479	ENSG00000132535	2	3	4
ENSG00000100028	ENSG00000125835	3	3	3
ENSG00000128594	ENSG00000196358	1	3	3
ENSG00000117560	ENSG00000173548	2	3	3
ENSG00000112964	ENSG00000127329	2	3	4
ENSG00000008853	ENSG00000036257	3	2	5
ENSG00000011304	ENSG00000104824	2	2	3
ENSG00000081237	ENSG00000081237	1	2	2
ENSG00000136930	ENSG00000277791	3	2	3
ENSG00000143537	ENSG00000173548	1	2	2
ENSG00000125870	ENSG00000131876	3	4	4
ENSG00000071655	ENSG00000134046	5	3	7
ENSG00000100804	ENSG00000136930	4	3	4
ENSG00000105974	ENSG00000169083	1	3	3
ENSG00000136930	ENSG00000142507	4	2	4
ENSG00000143870	ENSG00000159363	1	2	2
ENSG00000134046	ENSG00000135829	1	2	2
ENSG00000081479	ENSG00000119185	1	2	2
ENSG00000008018	ENSG00000136930	4	3	4
ENSG00000132155	ENSG00000171791	4	4	5
ENSG00000154767	ENSG00000179262	3	2	3
ENSG00000159363	ENSG00000189057	1	2	2
ENSG00000126458	ENSG00000171791	1	2	2
ENSG00000116455	ENSG00000196428	1	2	2
ENSG00000196289	ENSG00000198932	1	3	3
ENSG00000116329	ENSG00000198932	2	2	4
ENSG00000135116	ENSG00000171552	5	5	6
ENSG00000069974	ENSG00000137501	3	3	3
ENSG00000153094	ENSG00000171552	16	8	20
ENSG00000078142	ENSG00000126581	24	6	27
ENSG00000112164	ENSG00000177576	1	2	2
ENSG00000164938	ENSG00000170296	1	3	3
ENSG00000082175	ENSG00000123685	1	2	2
ENSG00000034713	ENSG00000164938	1	3	3
ENSG00000141510	ENSG00000171552	7	5	10
ENSG00000165125	ENSG00000196396	2	3	6
ENSG00000171552	ENSG00000171791	3	3	4
ENSG00000159363	ENSG00000183496	1	2	2
ENSG00000115274	ENSG00000115457	1	3	3
ENSG00000119318	ENSG00000154767	10	4	10
ENSG00000153094	ENSG00000171791	15	8	17
ENSG00000105974	ENSG00000132170	2	2	3
ENSG00000105974	ENSG00000125968	1	3	3
ENSG00000071655	ENSG00000170948	1	2	2
ENSG00000120899	ENSG00000134046	1	2	2
ENSG00000103653	ENSG00000105974	2	2	2
ENSG00000105974	ENSG00000144935	3	4	5
ENSG00000134046	ENSG00000230522	1	2	2
ENSG00000108443	ENSG00000142208	3	3	3
ENSG00000069974	ENSG00000142765	3	3	4
ENSG00000134046	ENSG00000170948	1	2	2
ENSG00000115977	ENSG00000159363	1	3	3
ENSG00000102362	ENSG00000105649	4	2	4
ENSG00000134046	ENSG00000169375	1	2	2
ENSG00000100462	ENSG00000116455	9	7	12
ENSG00000069974	ENSG00000102362	6	3	7
ENSG00000134046	ENSG00000172273	1	2	2
ENSG00000134046	ENSG00000134046	2	1	2
ENSG00000069974	ENSG00000115648	5	3	6
ENSG00000135116	ENSG00000171791	1	2	2
ENSG00000102935	ENSG00000143799	2	3	3
ENSG00000088538	ENSG00000155849	2	2	2
ENSG00000034713	ENSG00000068354	2	2	3
ENSG00000077782	ENSG00000177189	1	3	3
ENSG00000140575	ENSG00000151276	1	2	2
ENSG00000134242	ENSG00000146648	2	3	3
ENSG00000105701	ENSG00000159363	1	2	2
ENSG00000115541	ENSG00000144381	4	4	4
ENSG00000181222	ENSG00000187735	6	4	7
ENSG00000005020	ENSG00000134242	1	3	3
ENSG00000151276	ENSG00000168036	1	2	2
ENSG00000064692	ENSG00000160145	1	2	2
ENSG00000151276	ENSG00000171992	1	2	2
ENSG00000111328	ENSG00000167797	1	2	2
ENSG00000115541	ENSG00000189283	1	3	3
ENSG00000101868	ENSG00000143799	1	2	2
ENSG00000073050	ENSG00000114026	1	2	2
ENSG00000103510	ENSG00000149311	1	2	2
ENSG00000070501	ENSG00000073050	8	5	9
ENSG00000064692	ENSG00000185345	8	3	9
ENSG00000103510	ENSG00000188895	4	3	5
ENSG00000119866	ENSG00000185551	1	2	2
ENSG00000092330	ENSG00000181788	1	3	3
ENSG00000101412	ENSG00000182636	2	3	4
ENSG00000074266	ENSG00000137574	1	2	2
ENSG00000159363	ENSG00000169223	1	2	2
ENSG00000100644	ENSG00000182636	1	2	2
ENSG00000079246	ENSG00000196419	26	9	29
ENSG00000128512	ENSG00000155849	2	2	2
ENSG00000151276	ENSG00000181790	1	2	2
ENSG00000119866	ENSG00000175745	2	2	4
ENSG00000121058	ENSG00000166197	1	2	2
ENSG00000054523	ENSG00000151276	1	2	2
ENSG00000151276	ENSG00000181418	1	2	2
ENSG00000137478	ENSG00000151276	1	3	3
ENSG00000181625	ENSG00000188827	5	4	10
ENSG00000132207	ENSG00000188827	5	4	10
ENSG00000039068	ENSG00000079246	1	2	2
ENSG00000113658	ENSG00000121022	1	2	2
ENSG00000132646	ENSG00000140326	4	4	5
ENSG00000130222	ENSG00000140326	1	2	2
ENSG00000104964	ENSG00000173039	2	2	3
ENSG00000123143	ENSG00000277586	1	2	2
ENSG00000113658	ENSG00000185359	1	2	2
ENSG00000082258	ENSG00000123143	1	2	2
ENSG00000008853	ENSG00000080824	2	2	3
ENSG00000136930	ENSG00000136930	2	1	2
ENSG00000123143	ENSG00000140992	1	2	2
ENSG00000008853	ENSG00000096384	1	2	2
ENSG00000064692	ENSG00000134283	1	2	2
ENSG00000108578	ENSG00000142676	1	2	2
ENSG00000100365	ENSG00000158517	4	4	5
ENSG00000108578	ENSG00000162244	1	2	2
ENSG00000108578	ENSG00000142192	2	2	3
ENSG00000013374	ENSG00000064692	2	2	3
ENSG00000100906	ENSG00000109320	19	6	19
ENSG00000100365	ENSG00000196419	1	2	2
ENSG00000064692	ENSG00000064692	2	6	6
ENSG00000102935	ENSG00000198707	1	2	2
ENSG00000100365	ENSG00000116701	9	7	13
ENSG00000026025	ENSG00000123143	1	2	2
ENSG00000100285	ENSG00000123143	1	2	2
ENSG00000006638	ENSG00000123143	1	2	2
ENSG00000123143	ENSG00000171532	1	2	2
ENSG00000123143	ENSG00000127191	1	2	2
ENSG00000073050	ENSG00000143799	7	5	8
ENSG00000105393	ENSG00000107854	2	4	4
ENSG00000073050	ENSG00000132646	2	3	3
ENSG00000067560	ENSG00000123143	4	4	7
ENSG00000113658	ENSG00000141646	3	2	3
ENSG00000100393	ENSG00000113658	2	2	2
ENSG00000104964	ENSG00000138083	1	2	2
ENSG00000104964	ENSG00000184302	1	2	2
ENSG00000118363	ENSG00000159363	1	2	2
ENSG00000100906	ENSG00000141510	1	2	2
ENSG00000064692	ENSG00000186298	2	3	3
ENSG00000064692	ENSG00000145335	9	9	15
ENSG00000064692	ENSG00000172531	2	1	2
ENSG00000104964	ENSG00000169083	1	2	2
ENSG00000008853	ENSG00000164292	1	2	2
ENSG00000047579	ENSG00000182636	2	1	2
ENSG00000102007	ENSG00000163823	1	2	2
ENSG00000068354	ENSG00000170296	2	2	3
ENSG00000105290	ENSG00000173406	1	2	2
ENSG00000119396	ENSG00000122126	1	3	3
ENSG00000168036	ENSG00000178585	8	5	10
ENSG00000070756	ENSG00000204842	2	5	5
ENSG00000116478	ENSG00000140464	4	3	5
ENSG00000094631	ENSG00000137285	1	2	2
ENSG00000124789	ENSG00000124789	1	2	2
ENSG00000064300	ENSG00000142875	1	3	3
ENSG00000047410	ENSG00000124789	2	3	3
ENSG00000168286	ENSG00000172534	3	3	4
ENSG00000116478	ENSG00000166949	2	2	2
ENSG00000112245	ENSG00000170653	1	2	2
ENSG00000177463	ENSG00000184162	1	2	2
ENSG00000148824	ENSG00000171867	1	2	2
ENSG00000126467	ENSG00000206203	1	3	3
ENSG00000083168	ENSG00000140464	1	2	2
ENSG00000148773	ENSG00000163808	1	2	2
ENSG00000106400	ENSG00000112062	2	4	5
ENSG00000077097	ENSG00000116478	2	2	3
ENSG00000101966	ENSG00000168077	1	2	2
ENSG00000148841	ENSG00000196338	1	2	2
ENSG00000087586	ENSG00000147526	3	3	3
ENSG00000112062	ENSG00000162302	5	6	8
ENSG00000134086	ENSG00000157110	2	2	2
ENSG00000144028	ENSG00000144028	2	2	3
ENSG00000144028	ENSG00000175467	1	2	2
ENSG00000116478	ENSG00000136273	1	2	2
ENSG00000065613	ENSG00000174827	1	2	2
ENSG00000065613	ENSG00000065613	1	3	3
ENSG00000101843	ENSG00000135446	2	4	4
ENSG00000104881	ENSG00000132341	1	3	3
ENSG00000097007	ENSG00000233276	1	3	3
ENSG00000103275	ENSG00000134107	1	3	3
ENSG00000114346	ENSG00000161800	4	5	7
ENSG00000071655	ENSG00000116478	11	5	12
ENSG00000104881	ENSG00000173039	2	2	3
ENSG00000094631	ENSG00000159363	1	3	3
ENSG00000239713	ENSG00000239713	3	3	3
ENSG00000116478	ENSG00000185591	26	3	27
ENSG00000116478	ENSG00000131747	2	3	3
ENSG00000103275	ENSG00000181788	3	1	3
ENSG00000104881	ENSG00000104881	2	2	2
ENSG00000116478	ENSG00000129071	1	2	2
ENSG00000105227	ENSG00000105227	1	2	2
ENSG00000159363	ENSG00000178950	1	3	3
ENSG00000134757	ENSG00000184363	1	2	2
ENSG00000165156	ENSG00000165156	3	2	4
ENSG00000165156	ENSG00000174306	1	2	2
ENSG00000119185	ENSG00000243678	1	4	4
ENSG00000070018	ENSG00000159363	1	2	2
ENSG00000097007	ENSG00000105251	1	2	2
ENSG00000133703	ENSG00000160014	1	2	2
ENSG00000167900	ENSG00000167900	2	2	2
ENSG00000006638	ENSG00000243678	1	2	2
ENSG00000146648	ENSG00000160014	4	3	4
ENSG00000005810	ENSG00000159363	1	2	2
ENSG00000103540	ENSG00000160014	1	2	2
ENSG00000104783	ENSG00000160014	1	2	2
ENSG00000156194	ENSG00000160014	1	2	2
ENSG00000086717	ENSG00000160014	1	2	2
ENSG00000186908	ENSG00000242247	1	2	2
ENSG00000099940	ENSG00000128272	2	1	2
ENSG00000015171	ENSG00000165156	2	1	2
ENSG00000135439	ENSG00000142208	1	2	2
ENSG00000243678	ENSG00000243678	2	2	2
ENSG00000072110	ENSG00000171450	1	2	2
ENSG00000104765	ENSG00000159363	1	3	3
ENSG00000101384	ENSG00000148400	3	4	5
ENSG00000134760	ENSG00000184363	1	2	2
ENSG00000094631	ENSG00000140044	1	2	2
ENSG00000135439	ENSG00000136238	1	2	2
ENSG00000067560	ENSG00000135439	1	2	2
ENSG00000104408	ENSG00000204713	1	2	2
ENSG00000104408	ENSG00000171209	1	2	2
ENSG00000070831	ENSG00000135439	1	2	2
ENSG00000070756	ENSG00000189369	4	5	7
ENSG00000050748	ENSG00000126767	3	2	3
ENSG00000120705	ENSG00000189369	1	2	2
ENSG00000050748	ENSG00000115966	5	4	6
ENSG00000046604	ENSG00000184363	1	2	2
ENSG00000134762	ENSG00000184363	1	2	2
ENSG00000050748	ENSG00000177606	14	5	16
ENSG00000055609	ENSG00000196363	3	3	3
ENSG00000100814	ENSG00000134057	1	2	2
ENSG00000055609	ENSG00000099956	1	2	2
ENSG00000103275	ENSG00000187098	2	2	3
ENSG00000079999	ENSG00000096384	1	2	2
ENSG00000079999	ENSG00000080824	2	2	3
ENSG00000079999	ENSG00000187514	2	2	3
ENSG00000088179	ENSG00000152208	1	2	2
ENSG00000002834	ENSG00000145012	1	2	2
ENSG00000075426	ENSG00000177606	4	5	5
ENSG00000079999	ENSG00000104365	6	6	10
ENSG00000121957	ENSG00000137497	1	2	2
ENSG00000096401	ENSG00000099783	1	3	3
ENSG00000130830	ENSG00000136732	1	2	2
ENSG00000103275	ENSG00000169083	2	3	3
ENSG00000103275	ENSG00000118513	2	2	2
ENSG00000091831	ENSG00000141568	1	2	2
ENSG00000100599	ENSG00000136717	1	3	3
ENSG00000103275	ENSG00000274276	1	2	2
ENSG00000113580	ENSG00000119335	1	2	2
ENSG00000103275	ENSG00000143799	4	3	6
ENSG00000118046	ENSG00000168884	2	3	4
ENSG00000103275	ENSG00000122877	1	2	2
ENSG00000034053	ENSG00000142192	3	3	4
ENSG00000072364	ENSG00000130382	6	5	7
ENSG00000103351	ENSG00000120885	1	2	2
ENSG00000103275	ENSG00000184937	1	2	2
ENSG00000067182	ENSG00000103275	1	2	2
ENSG00000079999	ENSG00000161011	16	5	18
ENSG00000077782	ENSG00000160752	1	2	2
ENSG00000079999	ENSG00000171634	1	2	2
ENSG00000079999	ENSG00000173039	2	4	4
ENSG00000100219	ENSG00000103275	1	2	2
ENSG00000071564	ENSG00000103275	1	2	2
ENSG00000034152	ENSG00000112062	7	5	7
ENSG00000146648	ENSG00000197943	4	5	5
ENSG00000103275	ENSG00000134954	1	2	2
ENSG00000197943	ENSG00000213658	1	2	2
ENSG00000100599	ENSG00000111540	1	2	2
ENSG00000015171	ENSG00000158636	1	2	2
ENSG00000157106	ENSG00000163558	1	2	2
ENSG00000102225	ENSG00000163249	4	3	4
ENSG00000112062	ENSG00000162889	13	9	14
ENSG00000103485	ENSG00000196338	1	2	2
ENSG00000103275	ENSG00000115966	1	2	2
ENSG00000120156	ENSG00000168884	1	2	2
ENSG00000112062	ENSG00000120129	5	5	6
ENSG00000111276	ENSG00000173207	5	5	6
ENSG00000123374	ENSG00000173207	12	6	12
ENSG00000170312	ENSG00000173207	8	5	8
ENSG00000103275	ENSG00000117408	3	3	5
ENSG00000071655	ENSG00000182979	4	4	5
ENSG00000078043	ENSG00000103275	7	4	7
ENSG00000033800	ENSG00000103275	10	5	11
ENSG00000020426	ENSG00000182979	1	2	2
ENSG00000103275	ENSG00000131196	1	2	2
ENSG00000089225	ENSG00000183072	2	5	5
ENSG00000133275	ENSG00000182979	1	2	2
ENSG00000100811	ENSG00000136997	1	2	2
ENSG00000135441	ENSG00000182979	1	2	2
ENSG00000074266	ENSG00000100811	1	2	2
ENSG00000100811	ENSG00000164105	1	2	2
ENSG00000162521	ENSG00000182979	6	4	7
ENSG00000164292	ENSG00000164292	1	2	2
ENSG00000103275	ENSG00000180228	1	2	2
ENSG00000089225	ENSG00000147050	1	2	2
ENSG00000109062	ENSG00000145604	1	2	2
ENSG00000136997	ENSG00000145604	6	4	7
ENSG00000103275	ENSG00000160789	2	3	3
ENSG00000100030	ENSG00000112062	5	5	6
ENSG00000102882	ENSG00000112062	4	5	5
ENSG00000118503	ENSG00000168884	5	4	5
ENSG00000130202	ENSG00000130396	4	4	4
ENSG00000103275	ENSG00000137203	2	3	4
ENSG00000103275	ENSG00000177606	2	2	2
ENSG00000103275	ENSG00000141510	18	5	19
ENSG00000145604	ENSG00000145604	2	4	4
ENSG00000113558	ENSG00000145604	36	8	37
ENSG00000145604	ENSG00000173207	14	7	16
ENSG00000034053	ENSG00000173039	1	2	2
ENSG00000111276	ENSG00000145604	26	5	29
ENSG00000146648	ENSG00000163235	5	5	5
ENSG00000112062	ENSG00000141510	5	3	6
ENSG00000145604	ENSG00000171848	1	2	2
ENSG00000123374	ENSG00000145604	15	6	15
ENSG00000100888	ENSG00000171316	2	2	4
ENSG00000091831	ENSG00000103275	2	2	2
ENSG00000159363	ENSG00000174851	1	3	3
ENSG00000100814	ENSG00000186575	1	2	2
ENSG00000103275	ENSG00000165156	2	2	3
ENSG00000185513	ENSG00000275714	1	2	2
ENSG00000166333	ENSG00000197702	7	6	7
ENSG00000185513	ENSG00000278272	1	2	2
ENSG00000185513	ENSG00000278828	1	2	2
ENSG00000185513	ENSG00000197153	1	2	2
ENSG00000127554	ENSG00000127554	3	3	4
ENSG00000185513	ENSG00000197409	1	2	2
ENSG00000185513	ENSG00000275126	3	2	3
ENSG00000185513	ENSG00000273983	1	2	2
ENSG00000185513	ENSG00000278637	3	2	3
ENSG00000072518	ENSG00000164924	4	4	5
ENSG00000185513	ENSG00000276966	3	2	3
ENSG00000185513	ENSG00000277157	3	2	3
ENSG00000185513	ENSG00000273542	3	2	3
ENSG00000141510	ENSG00000181163	5	5	8
ENSG00000185513	ENSG00000270276	3	2	3
ENSG00000185513	ENSG00000270882	3	2	3
ENSG00000185513	ENSG00000197061	3	2	3
ENSG00000185513	ENSG00000276180	3	2	3
ENSG00000185513	ENSG00000278705	3	2	3
ENSG00000185513	ENSG00000274750	1	2	2
ENSG00000112062	ENSG00000130829	3	3	4
ENSG00000120071	ENSG00000196363	4	6	7
ENSG00000138160	ENSG00000204843	1	2	2
ENSG00000138814	ENSG00000179841	1	2	2
ENSG00000175582	ENSG00000204843	3	2	4
ENSG00000186868	ENSG00000204843	2	4	4
ENSG00000150991	ENSG00000167770	19	4	23
ENSG00000185513	ENSG00000275379	1	2	2
ENSG00000136352	ENSG00000179218	1	2	2
ENSG00000159363	ENSG00000181104	1	2	2
ENSG00000168040	ENSG00000168040	3	2	3
ENSG00000089159	ENSG00000197702	1	3	3
ENSG00000068120	ENSG00000108443	1	3	3
ENSG00000111642	ENSG00000127616	3	2	4
ENSG00000122126	ENSG00000141367	3	3	3
ENSG00000185513	ENSG00000274267	1	2	2
ENSG00000185513	ENSG00000277775	1	2	2
ENSG00000112658	ENSG00000158711	2	2	2
ENSG00000158406	ENSG00000185513	3	2	3
ENSG00000185513	ENSG00000197837	3	2	3
ENSG00000185513	ENSG00000197238	3	2	3
ENSG00000097007	ENSG00000241794	1	2	2
ENSG00000072518	ENSG00000072518	2	2	2
ENSG00000122126	ENSG00000138069	1	3	3
ENSG00000132676	ENSG00000168040	1	2	2
ENSG00000159363	ENSG00000164128	1	2	2
ENSG00000026103	ENSG00000168040	20	13	29
ENSG00000110148	ENSG00000187094	4	2	4
ENSG00000169189	ENSG00000185115	5	3	5
ENSG00000122194	ENSG00000144381	1	2	2
ENSG00000122756	ENSG00000242689	3	5	5
ENSG00000003402	ENSG00000168040	9	5	10
ENSG00000014216	ENSG00000153113	3	3	3
ENSG00000162961	ENSG00000162961	1	2	2
ENSG00000139718	ENSG00000196363	5	4	5
ENSG00000070831	ENSG00000163171	3	3	4
ENSG00000105290	ENSG00000112164	1	2	2
ENSG00000119729	ENSG00000163171	1	2	2
ENSG00000129071	ENSG00000168040	1	3	3
ENSG00000094631	ENSG00000186298	1	2	2
ENSG00000072518	ENSG00000134072	1	3	3
ENSG00000111642	ENSG00000274267	3	2	3
ENSG00000089159	ENSG00000094631	1	2	2
ENSG00000185513	ENSG00000274618	3	2	3
ENSG00000137203	ENSG00000181163	2	5	5
ENSG00000185115	ENSG00000255150	2	2	3
ENSG00000077782	ENSG00000118972	2	2	2
ENSG00000111642	ENSG00000197409	3	2	3
ENSG00000111642	ENSG00000197153	3	2	3
ENSG00000111642	ENSG00000278828	3	2	3
ENSG00000111642	ENSG00000278272	3	2	3
ENSG00000111642	ENSG00000275714	3	2	3
ENSG00000141510	ENSG00000185513	1	2	2
ENSG00000111642	ENSG00000273983	3	2	3
ENSG00000197122	ENSG00000241794	1	4	4
ENSG00000111642	ENSG00000274750	3	2	3
ENSG00000111642	ENSG00000275379	3	2	3
ENSG00000101336	ENSG00000241794	1	2	2
ENSG00000111642	ENSG00000277775	3	2	3
ENSG00000176105	ENSG00000241794	1	2	2
ENSG00000072518	ENSG00000134308	4	3	5
ENSG00000173805	ENSG00000204843	2	2	3
ENSG00000004399	ENSG00000196189	1	2	2
ENSG00000143418	ENSG00000175003	2	2	3
ENSG00000141505	ENSG00000143418	2	2	3
ENSG00000112208	ENSG00000112208	3	3	4
ENSG00000103540	ENSG00000198668	1	2	2
ENSG00000143418	ENSG00000161944	2	2	3
ENSG00000104783	ENSG00000198668	1	2	2
ENSG00000120868	ENSG00000149089	1	2	2
ENSG00000064300	ENSG00000121594	1	3	3
ENSG00000064309	ENSG00000097007	1	3	3
ENSG00000156194	ENSG00000198668	1	2	2
ENSG00000154001	ENSG00000183765	1	2	2
ENSG00000132906	ENSG00000132906	1	3	3
ENSG00000143418	ENSG00000185883	2	2	3
ENSG00000075188	ENSG00000157020	3	2	3
ENSG00000114302	ENSG00000118508	1	2	2
ENSG00000108622	ENSG00000159363	1	2	2
ENSG00000121594	ENSG00000163599	3	3	4
ENSG00000120868	ENSG00000132906	14	11	21
ENSG00000086717	ENSG00000198668	1	2	2
ENSG00000169857	ENSG00000171791	1	2	2
ENSG00000169857	ENSG00000171552	1	2	2
ENSG00000165119	ENSG00000165119	3	3	4
