	ensembl_gene_id_a	ensembl_gene_id_b	n_publications	n_methods	n_evidences	date
ENSG00000142208_ENSG00000143379	ENSG00000142208	ENSG00000143379	1	4	4	2007-11-01
ENSG00000143379_ENSG00000188612	ENSG00000143379	ENSG00000188612	3	2	3	2009-04-24
ENSG00000103275_ENSG00000143379	ENSG00000103275	ENSG00000143379	2	2	2	2010-10-01
ENSG00000118271_ENSG00000204305	ENSG00000118271	ENSG00000204305	1	2	2	2006-06-12
ENSG00000160307_ENSG00000204305	ENSG00000160307	ENSG00000204305	1	3	3	2007-08-22
ENSG00000177885_ENSG00000204305	ENSG00000177885	ENSG00000204305	2	2	2	2011-06-26
ENSG00000104870_ENSG00000163631	ENSG00000104870	ENSG00000163631	2	2	2	2008-02-19
ENSG00000143632_ENSG00000145321	ENSG00000143632	ENSG00000145321	2	1	2	2003-02-01
ENSG00000143632_ENSG00000148180	ENSG00000143632	ENSG00000148180	3	1	3	1999-12-03
ENSG00000163736_ENSG00000169242	ENSG00000163736	ENSG00000169242	2	2	2	2011-09-06
ENSG00000163737_ENSG00000163737	ENSG00000163737	ENSG00000163737	4	3	4	1995-01-09
ENSG00000010704_ENSG00000072274	ENSG00000010704	ENSG00000072274	5	4	5	1998-04-03
ENSG00000010704_ENSG00000166710	ENSG00000010704	ENSG00000166710	3	2	3	2000-01-06
ENSG00000072274_ENSG00000130147	ENSG00000072274	ENSG00000130147	1	5	5	2005-12-02
ENSG00000130147_ENSG00000170027	ENSG00000130147	ENSG00000170027	3	3	3	2010-10-01
ENSG00000107679_ENSG00000130147	ENSG00000107679	ENSG00000130147	1	2	2	2008-08-01
ENSG00000087086_ENSG00000087086	ENSG00000087086	ENSG00000087086	2	3	3	2010-04-16
ENSG00000087086_ENSG00000105835	ENSG00000087086	ENSG00000105835	1	2	2	2008-06-11
ENSG00000105835_ENSG00000198888	ENSG00000105835	ENSG00000198888	1	2	2	2008-06-11
ENSG00000105835_ENSG00000105835	ENSG00000105835	ENSG00000105835	2	3	5	2006-07-01
ENSG00000087086_ENSG00000205155	ENSG00000087086	ENSG00000205155	1	2	2	2013-08-26
ENSG00000102195_ENSG00000125148	ENSG00000102195	ENSG00000125148	1	2	2	2006-07-12
ENSG00000102195_ENSG00000205362	ENSG00000102195	ENSG00000205362	1	2	2	2006-07-12
ENSG00000102195_ENSG00000102195	ENSG00000102195	ENSG00000102195	1	3	3	2006-07-12
ENSG00000125148_ENSG00000184304	ENSG00000125148	ENSG00000184304	1	3	3	2003-10-24
ENSG00000096384_ENSG00000184304	ENSG00000096384	ENSG00000184304	1	2	2	2012-08-31
ENSG00000089250_ENSG00000184304	ENSG00000089250	ENSG00000184304	1	3	3	2014-01-01
ENSG00000108561_ENSG00000184304	ENSG00000108561	ENSG00000184304	1	2	2	2000-08-11
ENSG00000126549_ENSG00000171195	ENSG00000126549	ENSG00000171195	1	2	2	2005-10-30
ENSG00000134551_ENSG00000171195	ENSG00000134551	ENSG00000171195	1	2	2	2005-10-30
ENSG00000171195_ENSG00000174876	ENSG00000171195	ENSG00000174876	1	2	2	2005-10-30
ENSG00000171195_ENSG00000187733	ENSG00000171195	ENSG00000187733	1	2	2	2005-10-30
ENSG00000171195_ENSG00000237763	ENSG00000171195	ENSG00000237763	1	2	2	2005-10-30
ENSG00000126550_ENSG00000171195	ENSG00000126550	ENSG00000171195	1	2	2	2005-10-30
ENSG00000082175_ENSG00000091831	ENSG00000082175	ENSG00000091831	3	5	7	2003-03-01
ENSG00000091831_ENSG00000175745	ENSG00000091831	ENSG00000175745	2	2	3	2002-07-01
ENSG00000091831_ENSG00000107485	ENSG00000091831	ENSG00000107485	2	3	3	2015-07-16
ENSG00000091831_ENSG00000101224	ENSG00000091831	ENSG00000101224	1	2	2	2001-12-01
ENSG00000101224_ENSG00000123374	ENSG00000101224	ENSG00000123374	3	2	3	1998-11-26
ENSG00000011485_ENSG00000091831	ENSG00000011485	ENSG00000091831	1	4	4	2004-05-01
ENSG00000011485_ENSG00000096384	ENSG00000011485	ENSG00000096384	5	4	6	2011-04-01
ENSG00000091831_ENSG00000160310	ENSG00000091831	ENSG00000160310	2	3	5	2002-08-09
ENSG00000160310_ENSG00000197386	ENSG00000160310	ENSG00000197386	2	2	2	2015-07-16
ENSG00000091831_ENSG00000169750	ENSG00000091831	ENSG00000169750	1	2	2	2011-04-28
ENSG00000091831_ENSG00000141568	ENSG00000091831	ENSG00000141568	1	2	2	2015-03-05
ENSG00000091831_ENSG00000152192	ENSG00000091831	ENSG00000152192	1	2	2	1998-02-01
ENSG00000152192_ENSG00000182944	ENSG00000152192	ENSG00000182944	1	2	2	2002-07-01
ENSG00000091831_ENSG00000196843	ENSG00000091831	ENSG00000196843	1	2	2	2005-10-01
ENSG00000124788_ENSG00000196843	ENSG00000124788	ENSG00000196843	2	2	2	2013-02-01
ENSG00000091831_ENSG00000150907	ENSG00000091831	ENSG00000150907	3	3	5	2001-07-27
ENSG00000150907_ENSG00000169083	ENSG00000150907	ENSG00000169083	2	4	4	2003-01-01
ENSG00000134057_ENSG00000150907	ENSG00000134057	ENSG00000150907	2	2	2	2014-12-05
ENSG00000142208_ENSG00000150907	ENSG00000142208	ENSG00000150907	5	3	5	2014-12-05
ENSG00000091831_ENSG00000170776	ENSG00000091831	ENSG00000170776	1	2	2	1998-05-14
ENSG00000170776_ENSG00000198959	ENSG00000170776	ENSG00000198959	1	2	2	2005-11-01
ENSG00000170027_ENSG00000170776	ENSG00000170027	ENSG00000170776	2	4	4	2004-08-24
ENSG00000091831_ENSG00000151615	ENSG00000091831	ENSG00000151615	1	2	2	1998-02-01
ENSG00000091831_ENSG00000116731	ENSG00000091831	ENSG00000116731	3	2	4	2000-03-28
ENSG00000116731_ENSG00000139687	ENSG00000116731	ENSG00000139687	2	3	4	1995-05-09
ENSG00000067167_ENSG00000091831	ENSG00000067167	ENSG00000091831	2	2	3	2000-10-01
ENSG00000067167_ENSG00000185825	ENSG00000067167	ENSG00000185825	1	3	3	2008-06-13
ENSG00000091831_ENSG00000125686	ENSG00000091831	ENSG00000125686	4	3	7	2000-04-11
ENSG00000125686_ENSG00000131759	ENSG00000125686	ENSG00000131759	4	4	5	2000-04-11
ENSG00000125686_ENSG00000126351	ENSG00000125686	ENSG00000126351	6	3	7	1998-07-07
ENSG00000111424_ENSG00000125686	ENSG00000111424	ENSG00000125686	5	3	6	2003-08-22
ENSG00000125686_ENSG00000186350	ENSG00000125686	ENSG00000186350	2	2	2	2001-08-01
ENSG00000125686_ENSG00000132170	ENSG00000125686	ENSG00000132170	8	4	10	2001-08-01
ENSG00000125686_ENSG00000131408	ENSG00000125686	ENSG00000131408	2	2	2	2015-07-13
ENSG00000091831_ENSG00000198431	ENSG00000091831	ENSG00000198431	2	3	3	2004-09-10
ENSG00000067334_ENSG00000091831	ENSG00000067334	ENSG00000091831	1	2	2	2004-04-23
ENSG00000067334_ENSG00000107447	ENSG00000067334	ENSG00000107447	1	2	2	2003-06-01
ENSG00000091831_ENSG00000156802	ENSG00000091831	ENSG00000156802	2	3	3	2015-03-27
ENSG00000091831_ENSG00000105879	ENSG00000091831	ENSG00000105879	1	2	2	2010-09-01
ENSG00000039068_ENSG00000105879	ENSG00000039068	ENSG00000105879	6	3	7	2002-03-01
ENSG00000091831_ENSG00000155846	ENSG00000091831	ENSG00000155846	2	2	2	2007-09-14
ENSG00000091831_ENSG00000123064	ENSG00000091831	ENSG00000123064	2	4	4	2003-02-14
ENSG00000091831_ENSG00000100201	ENSG00000091831	ENSG00000100201	6	5	7	2010-01-12
ENSG00000100201_ENSG00000108654	ENSG00000100201	ENSG00000108654	3	3	3	2012-02-24
ENSG00000100201_ENSG00000162692	ENSG00000100201	ENSG00000162692	2	2	2	2012-07-01
ENSG00000063244_ENSG00000100201	ENSG00000063244	ENSG00000100201	2	2	2	2015-01-01
ENSG00000100201_ENSG00000168066	ENSG00000100201	ENSG00000168066	2	2	2	2015-12-02
ENSG00000100201_ENSG00000100201	ENSG00000100201	ENSG00000100201	2	2	2	2012-02-24
ENSG00000091831_ENSG00000196233	ENSG00000091831	ENSG00000196233	1	3	3	2003-01-01
ENSG00000169083_ENSG00000196233	ENSG00000169083	ENSG00000196233	1	2	2	2011-10-28
ENSG00000159692_ENSG00000196233	ENSG00000159692	ENSG00000196233	5	4	5	2010-03-05
ENSG00000091831_ENSG00000215021	ENSG00000091831	ENSG00000215021	5	3	5	2003-06-01
ENSG00000187514_ENSG00000215021	ENSG00000187514	ENSG00000215021	1	2	2	2003-06-01
ENSG00000129152_ENSG00000215021	ENSG00000129152	ENSG00000215021	1	2	2	2004-06-15
ENSG00000162692_ENSG00000215021	ENSG00000162692	ENSG00000215021	2	2	2	2012-07-01
ENSG00000142208_ENSG00000215021	ENSG00000142208	ENSG00000215021	1	2	2	2004-06-15
ENSG00000121481_ENSG00000215021	ENSG00000121481	ENSG00000215021	2	2	3	2008-12-01
ENSG00000091831_ENSG00000189266	ENSG00000091831	ENSG00000189266	2	2	3	2001-10-01
ENSG00000189266_ENSG00000196482	ENSG00000189266	ENSG00000196482	2	2	2	2005-02-01
ENSG00000136931_ENSG00000189266	ENSG00000136931	ENSG00000189266	1	2	2	2001-10-01
ENSG00000091831_ENSG00000155974	ENSG00000091831	ENSG00000155974	2	2	3	1998-10-01
ENSG00000126351_ENSG00000155974	ENSG00000126351	ENSG00000155974	2	2	3	1998-12-01
ENSG00000155974_ENSG00000240065	ENSG00000155974	ENSG00000240065	1	3	3	2006-09-20
ENSG00000132170_ENSG00000155974	ENSG00000132170	ENSG00000155974	2	2	3	2007-11-01
ENSG00000120251_ENSG00000155974	ENSG00000120251	ENSG00000155974	3	3	4	2002-05-03
ENSG00000125675_ENSG00000155974	ENSG00000125675	ENSG00000155974	1	2	2	2002-05-03
ENSG00000152578_ENSG00000155974	ENSG00000152578	ENSG00000155974	1	2	2	2002-05-03
ENSG00000103275_ENSG00000155974	ENSG00000103275	ENSG00000155974	1	2	2	2007-01-01
ENSG00000100393_ENSG00000155974	ENSG00000100393	ENSG00000155974	2	2	3	2002-06-01
ENSG00000126456_ENSG00000155974	ENSG00000126456	ENSG00000155974	1	2	2	2006-01-11
ENSG00000155974_ENSG00000196277	ENSG00000155974	ENSG00000196277	1	2	2	2002-05-03
ENSG00000155974_ENSG00000198822	ENSG00000155974	ENSG00000198822	1	2	2	2002-05-03
ENSG00000068400_ENSG00000155974	ENSG00000068400	ENSG00000155974	1	2	2	2000-06-01
ENSG00000142453_ENSG00000155974	ENSG00000142453	ENSG00000155974	3	2	3	2002-07-19
ENSG00000135439_ENSG00000155974	ENSG00000135439	ENSG00000155974	1	2	2	2011-08-16
ENSG00000091831_ENSG00000196367	ENSG00000091831	ENSG00000196367	1	2	2	2003-07-18
ENSG00000012048_ENSG00000196367	ENSG00000012048	ENSG00000196367	1	4	4	2006-01-06
ENSG00000125952_ENSG00000196367	ENSG00000125952	ENSG00000196367	4	3	5	1998-08-07
ENSG00000113558_ENSG00000196367	ENSG00000113558	ENSG00000196367	1	2	2	2008-12-15
ENSG00000134363_ENSG00000214274	ENSG00000134363	ENSG00000214274	1	3	3	2007-11-27
ENSG00000011422_ENSG00000214274	ENSG00000011422	ENSG00000214274	1	2	2	2014-05-01
ENSG00000157150_ENSG00000196611	ENSG00000157150	ENSG00000196611	1	2	2	2002-12-17
ENSG00000087245_ENSG00000157150	ENSG00000087245	ENSG00000157150	3	3	4	2002-12-17
ENSG00000149968_ENSG00000157150	ENSG00000149968	ENSG00000157150	1	2	2	2002-12-17
ENSG00000157150_ENSG00000157227	ENSG00000157150	ENSG00000157227	1	2	2	2002-12-17
ENSG00000113161_ENSG00000120942	ENSG00000113161	ENSG00000120942	1	2	2	2013-02-01
ENSG00000057252_ENSG00000120942	ENSG00000057252	ENSG00000120942	1	2	2	2013-02-01
ENSG00000121691_ENSG00000121691	ENSG00000121691	ENSG00000121691	2	2	2	2011-10-11
ENSG00000113790_ENSG00000121691	ENSG00000113790	ENSG00000121691	1	2	2	2006-07-15
ENSG00000121691_ENSG00000183785	ENSG00000121691	ENSG00000183785	1	2	2	2006-07-15
ENSG00000126458_ENSG00000132155	ENSG00000126458	ENSG00000132155	2	2	2	2009-12-01
ENSG00000089220_ENSG00000132155	ENSG00000089220	ENSG00000132155	4	6	8	2006-11-27
ENSG00000126934_ENSG00000132155	ENSG00000126934	ENSG00000132155	6	3	6	2002-02-13
ENSG00000078061_ENSG00000126934	ENSG00000078061	ENSG00000126934	4	3	5	2002-02-13
ENSG00000102882_ENSG00000126934	ENSG00000102882	ENSG00000126934	3	3	4	1997-01-31
ENSG00000100030_ENSG00000126934	ENSG00000100030	ENSG00000126934	3	4	4	2003-08-29
ENSG00000126934_ENSG00000126934	ENSG00000126934	ENSG00000126934	2	2	2	2002-02-13
ENSG00000132155_ENSG00000133818	ENSG00000132155	ENSG00000133818	3	2	3	2000-04-15
ENSG00000132155_ENSG00000169032	ENSG00000132155	ENSG00000169032	17	8	21	2014-05-12
ENSG00000157764_ENSG00000169032	ENSG00000157764	ENSG00000169032	9	9	17	2014-05-12
ENSG00000102882_ENSG00000169032	ENSG00000102882	ENSG00000169032	7	6	9	1997-01-31
ENSG00000100030_ENSG00000169032	ENSG00000100030	ENSG00000169032	13	7	15	2002-04-26
ENSG00000103479_ENSG00000132155	ENSG00000103479	ENSG00000132155	1	2	2	1998-12-01
ENSG00000103479_ENSG00000112576	ENSG00000103479	ENSG00000112576	2	2	2	2015-07-16
ENSG00000103479_ENSG00000167085	ENSG00000103479	ENSG00000167085	1	2	2	1999-06-10
ENSG00000105197_ENSG00000132155	ENSG00000105197	ENSG00000132155	2	2	2	2015-04-07
ENSG00000078061_ENSG00000105197	ENSG00000078061	ENSG00000105197	2	2	2	2015-04-07
ENSG00000002330_ENSG00000132155	ENSG00000002330	ENSG00000132155	4	2	4	2013-05-01
ENSG00000002330_ENSG00000171791	ENSG00000002330	ENSG00000171791	9	7	13	1995-01-27
ENSG00000002330_ENSG00000134308	ENSG00000002330	ENSG00000134308	5	3	5	2001-11-15
ENSG00000002330_ENSG00000142208	ENSG00000002330	ENSG00000142208	9	4	10	2014-12-05
ENSG00000002330_ENSG00000166913	ENSG00000002330	ENSG00000166913	4	3	4	2001-11-15
ENSG00000002330_ENSG00000175793	ENSG00000002330	ENSG00000175793	4	3	4	2011-10-11
ENSG00000002330_ENSG00000197747	ENSG00000002330	ENSG00000197747	1	2	2	1997-11-01
ENSG00000002330_ENSG00000108953	ENSG00000002330	ENSG00000108953	5	4	5	2001-11-15
ENSG00000002330_ENSG00000164924	ENSG00000002330	ENSG00000164924	9	6	11	2001-06-11
ENSG00000002330_ENSG00000128245	ENSG00000002330	ENSG00000128245	4	3	4	2001-11-15
ENSG00000002330_ENSG00000171552	ENSG00000002330	ENSG00000171552	22	9	26	1995-01-27
ENSG00000002330_ENSG00000129473	ENSG00000002330	ENSG00000129473	5	4	6	2001-10-01
ENSG00000002330_ENSG00000258643	ENSG00000002330	ENSG00000258643	5	4	6	2001-10-01
ENSG00000010017_ENSG00000132155	ENSG00000010017	ENSG00000132155	2	2	2	2012-01-01
ENSG00000010017_ENSG00000113580	ENSG00000010017	ENSG00000113580	1	2	2	2002-12-13
ENSG00000010017_ENSG00000141510	ENSG00000010017	ENSG00000141510	2	2	2	2012-06-29
ENSG00000010017_ENSG00000160255	ENSG00000010017	ENSG00000160255	1	3	3	2004-03-26
ENSG00000010017_ENSG00000104327	ENSG00000010017	ENSG00000104327	1	2	2	2003-04-18
ENSG00000010017_ENSG00000105976	ENSG00000010017	ENSG00000105976	1	3	3	2002-09-27
ENSG00000010017_ENSG00000169083	ENSG00000010017	ENSG00000169083	2	3	3	2002-12-13
ENSG00000010017_ENSG00000151090	ENSG00000010017	ENSG00000151090	1	2	2	2006-04-01
ENSG00000010017_ENSG00000167601	ENSG00000010017	ENSG00000167601	1	2	2	2005-11-01
ENSG00000010017_ENSG00000143556	ENSG00000010017	ENSG00000143556	1	3	3	2002-11-06
ENSG00000010017_ENSG00000112038	ENSG00000010017	ENSG00000112038	2	3	4	2009-12-11
ENSG00000010017_ENSG00000186298	ENSG00000010017	ENSG00000186298	2	2	3	2011-11-15
ENSG00000010017_ENSG00000106799	ENSG00000010017	ENSG00000106799	1	2	2	2014-01-01
ENSG00000010017_ENSG00000138185	ENSG00000010017	ENSG00000138185	1	3	3	2006-05-15
ENSG00000010017_ENSG00000102226	ENSG00000010017	ENSG00000102226	1	2	2	2002-10-01
ENSG00000010017_ENSG00000172531	ENSG00000010017	ENSG00000172531	2	1	2	2012-01-01
ENSG00000010017_ENSG00000132341	ENSG00000010017	ENSG00000132341	2	2	2	2001-07-11
ENSG00000010017_ENSG00000103275	ENSG00000010017	ENSG00000103275	2	2	2	2010-10-01
ENSG00000010017_ENSG00000131899	ENSG00000010017	ENSG00000131899	1	2	2	2010-11-12
ENSG00000010017_ENSG00000121022	ENSG00000010017	ENSG00000121022	1	2	2	2013-09-13
ENSG00000107262_ENSG00000132155	ENSG00000107262	ENSG00000132155	2	3	4	1996-07-09
ENSG00000107262_ENSG00000131759	ENSG00000107262	ENSG00000131759	1	2	2	1998-07-03
ENSG00000107262_ENSG00000171791	ENSG00000107262	ENSG00000171791	2	2	2	1997-08-15
ENSG00000107262_ENSG00000109971	ENSG00000107262	ENSG00000109971	12	5	14	2001-02-23
ENSG00000100380_ENSG00000107262	ENSG00000100380	ENSG00000107262	1	2	2	2001-12-21
ENSG00000107262_ENSG00000196470	ENSG00000107262	ENSG00000196470	2	3	3	1998-05-15
ENSG00000107262_ENSG00000113070	ENSG00000107262	ENSG00000113070	1	2	2	2001-08-10
ENSG00000107447_ENSG00000166016	ENSG00000107447	ENSG00000166016	1	2	2	2008-05-01
ENSG00000101457_ENSG00000107447	ENSG00000101457	ENSG00000107447	1	2	2	2001-07-01
ENSG00000084674_ENSG00000138823	ENSG00000084674	ENSG00000138823	2	2	2	2015-10-01
ENSG00000100368_ENSG00000164400	ENSG00000100368	ENSG00000164400	3	4	4	1994-11-01
ENSG00000100368_ENSG00000113525	ENSG00000100368	ENSG00000113525	2	3	3	1992-08-01
ENSG00000100368_ENSG00000164399	ENSG00000100368	ENSG00000164399	3	3	3	2008-08-08
ENSG00000119535_ENSG00000164400	ENSG00000119535	ENSG00000164400	2	2	2	2001-09-28
ENSG00000119535_ENSG00000160691	ENSG00000119535	ENSG00000160691	3	4	4	1998-11-19
ENSG00000119535_ENSG00000177885	ENSG00000119535	ENSG00000177885	3	4	4	1998-11-19
ENSG00000113580_ENSG00000125817	ENSG00000113580	ENSG00000125817	1	2	2	2010-02-24
ENSG00000113580_ENSG00000151623	ENSG00000113580	ENSG00000151623	2	3	3	2001-02-01
ENSG00000113580_ENSG00000172216	ENSG00000113580	ENSG00000172216	2	3	3	1998-11-01
ENSG00000139687_ENSG00000172216	ENSG00000139687	ENSG00000172216	3	3	4	1996-01-09
ENSG00000112658_ENSG00000172216	ENSG00000112658	ENSG00000172216	2	3	3	1999-05-14
ENSG00000113580_ENSG00000185551	ENSG00000113580	ENSG00000185551	1	2	2	2004-04-01
ENSG00000160113_ENSG00000185551	ENSG00000160113	ENSG00000185551	2	2	3	1999-05-14
ENSG00000185551_ENSG00000185551	ENSG00000185551	ENSG00000185551	2	2	2	2013-11-01
ENSG00000080503_ENSG00000113580	ENSG00000080503	ENSG00000113580	2	2	2	2010-02-24
ENSG00000080503_ENSG00000106211	ENSG00000080503	ENSG00000106211	1	2	2	2014-12-01
ENSG00000080503_ENSG00000169083	ENSG00000080503	ENSG00000169083	2	2	2	2009-11-01
ENSG00000113580_ENSG00000144747	ENSG00000113580	ENSG00000144747	1	3	3	2010-02-24
ENSG00000144747_ENSG00000169083	ENSG00000144747	ENSG00000169083	1	3	3	1999-08-06
ENSG00000144747_ENSG00000151422	ENSG00000144747	ENSG00000151422	1	2	2	1998-09-04
ENSG00000113580_ENSG00000189367	ENSG00000113580	ENSG00000189367	1	2	2	2010-02-24
ENSG00000113303_ENSG00000160182	ENSG00000113303	ENSG00000160182	1	3	3	2012-01-15
ENSG00000160182_ENSG00000204345	ENSG00000160182	ENSG00000204345	1	3	3	2012-01-15
ENSG00000160182_ENSG00000163518	ENSG00000160182	ENSG00000163518	1	3	3	2012-01-15
ENSG00000160181_ENSG00000163518	ENSG00000160181	ENSG00000163518	1	3	3	2012-01-15
ENSG00000105366_ENSG00000160182	ENSG00000105366	ENSG00000160182	1	3	3	2012-01-15
ENSG00000171209_ENSG00000171867	ENSG00000171209	ENSG00000171867	1	2	2	2009-02-01
ENSG00000171867_ENSG00000173786	ENSG00000171867	ENSG00000173786	1	2	2	2009-02-01
ENSG00000103152_ENSG00000171867	ENSG00000103152	ENSG00000171867	1	3	3	2009-02-01
ENSG00000137331_ENSG00000171867	ENSG00000137331	ENSG00000171867	1	2	2	2009-02-01
ENSG00000028839_ENSG00000171867	ENSG00000028839	ENSG00000171867	1	2	2	2009-02-01
ENSG00000171867_ENSG00000229117	ENSG00000171867	ENSG00000229117	1	2	2	2009-02-01
ENSG00000022267_ENSG00000171867	ENSG00000022267	ENSG00000171867	1	2	2	2009-02-01
ENSG00000022267_ENSG00000180530	ENSG00000022267	ENSG00000180530	1	4	4	2009-07-01
ENSG00000022267_ENSG00000104695	ENSG00000022267	ENSG00000104695	1	2	2	2010-11-19
ENSG00000022267_ENSG00000196091	ENSG00000022267	ENSG00000196091	2	3	3	2006-03-17
ENSG00000022267_ENSG00000131016	ENSG00000022267	ENSG00000131016	2	2	2	2013-02-15
ENSG00000022267_ENSG00000204227	ENSG00000022267	ENSG00000204227	1	2	2	2004-01-01
ENSG00000099622_ENSG00000171867	ENSG00000099622	ENSG00000171867	1	2	2	2009-02-01
ENSG00000148291_ENSG00000171867	ENSG00000148291	ENSG00000171867	1	2	2	2009-02-01
ENSG00000122406_ENSG00000148291	ENSG00000122406	ENSG00000148291	2	2	2	2015-07-16
ENSG00000171867_ENSG00000198315	ENSG00000171867	ENSG00000198315	1	2	2	2009-02-01
ENSG00000075884_ENSG00000171867	ENSG00000075884	ENSG00000171867	1	2	2	2009-02-01
ENSG00000171867_ENSG00000178104	ENSG00000171867	ENSG00000178104	1	2	2	2009-02-01
ENSG00000134571_ENSG00000178104	ENSG00000134571	ENSG00000178104	1	2	2	2011-05-10
ENSG00000171867_ENSG00000181982	ENSG00000171867	ENSG00000181982	1	2	2	2009-02-01
ENSG00000171867_ENSG00000187024	ENSG00000171867	ENSG00000187024	1	2	2	2009-02-01
ENSG00000166387_ENSG00000171867	ENSG00000166387	ENSG00000171867	1	2	2	2009-02-01
ENSG00000139651_ENSG00000171867	ENSG00000139651	ENSG00000171867	1	2	2	2009-02-01
ENSG00000129682_ENSG00000171867	ENSG00000129682	ENSG00000171867	1	2	2	2009-02-01
ENSG00000008735_ENSG00000129682	ENSG00000008735	ENSG00000129682	2	2	2	2015-03-26
ENSG00000145777_ENSG00000171867	ENSG00000145777	ENSG00000171867	1	2	2	2009-02-01
ENSG00000141076_ENSG00000171867	ENSG00000141076	ENSG00000171867	1	2	2	2009-02-01
ENSG00000167641_ENSG00000171867	ENSG00000167641	ENSG00000171867	1	2	2	2009-02-01
ENSG00000122203_ENSG00000171867	ENSG00000122203	ENSG00000171867	1	2	2	2009-02-01
ENSG00000007047_ENSG00000171867	ENSG00000007047	ENSG00000171867	1	2	2	2009-02-01
ENSG00000007047_ENSG00000186868	ENSG00000007047	ENSG00000186868	2	3	3	2013-09-01
ENSG00000171867_ENSG00000185946	ENSG00000171867	ENSG00000185946	1	2	2	2009-02-01
ENSG00000171867_ENSG00000183773	ENSG00000171867	ENSG00000183773	1	2	2	2009-02-01
ENSG00000155755_ENSG00000171867	ENSG00000155755	ENSG00000171867	1	2	2	2009-02-01
ENSG00000146540_ENSG00000171867	ENSG00000146540	ENSG00000171867	1	2	2	2009-02-01
ENSG00000170473_ENSG00000171867	ENSG00000170473	ENSG00000171867	1	2	2	2009-02-01
ENSG00000129195_ENSG00000171867	ENSG00000129195	ENSG00000171867	1	3	3	2009-02-01
ENSG00000148824_ENSG00000171867	ENSG00000148824	ENSG00000171867	1	2	2	2009-02-01
ENSG00000163156_ENSG00000171867	ENSG00000163156	ENSG00000171867	1	2	2	2009-02-01
ENSG00000171867_ENSG00000173846	ENSG00000171867	ENSG00000173846	1	3	3	2009-02-01
ENSG00000171867_ENSG00000175213	ENSG00000171867	ENSG00000175213	1	2	2	2009-02-01
ENSG00000115641_ENSG00000175213	ENSG00000115641	ENSG00000175213	1	2	2	2008-04-01
ENSG00000175213_ENSG00000175213	ENSG00000175213	ENSG00000175213	2	2	3	2008-04-01
ENSG00000159733_ENSG00000171867	ENSG00000159733	ENSG00000171867	1	2	2	2009-02-01
ENSG00000171867_ENSG00000184060	ENSG00000171867	ENSG00000184060	1	2	2	2009-02-01
ENSG00000086589_ENSG00000171867	ENSG00000086589	ENSG00000171867	1	2	2	2009-02-01
ENSG00000150316_ENSG00000171867	ENSG00000150316	ENSG00000171867	1	2	2	2009-02-01
ENSG00000132792_ENSG00000150316	ENSG00000132792	ENSG00000150316	3	4	4	2010-05-01
ENSG00000123636_ENSG00000171867	ENSG00000123636	ENSG00000171867	1	2	2	2009-02-01
ENSG00000092847_ENSG00000171867	ENSG00000092847	ENSG00000171867	1	2	2	2009-02-01
ENSG00000092847_ENSG00000123908	ENSG00000092847	ENSG00000123908	3	3	4	2006-07-01
ENSG00000146109_ENSG00000171867	ENSG00000146109	ENSG00000171867	1	2	2	2009-02-01
ENSG00000141101_ENSG00000171867	ENSG00000141101	ENSG00000171867	1	2	2	2009-02-01
ENSG00000112096_ENSG00000112096	ENSG00000112096	ENSG00000112096	2	2	2	2011-10-11
ENSG00000055483_ENSG00000112096	ENSG00000055483	ENSG00000112096	1	2	2	2011-02-01
ENSG00000109103_ENSG00000167900	ENSG00000109103	ENSG00000167900	2	2	2	2011-09-06
ENSG00000109103_ENSG00000213465	ENSG00000109103	ENSG00000213465	3	4	5	2003-01-16
ENSG00000109103_ENSG00000138175	ENSG00000109103	ENSG00000138175	5	6	6	2005-09-23
ENSG00000091181_ENSG00000109103	ENSG00000091181	ENSG00000109103	1	2	2	2003-03-07
ENSG00000137267_ENSG00000167900	ENSG00000137267	ENSG00000167900	2	2	2	2011-09-06
ENSG00000152894_ENSG00000167900	ENSG00000152894	ENSG00000167900	2	2	2	2011-09-06
ENSG00000113083_ENSG00000152894	ENSG00000113083	ENSG00000152894	1	3	3	2011-08-01
